t,vm
231.800,10.200
232.000,9.999
232.200,10.500
232.400,9.795
232.600,10.898
232.800,11.389
233.000,12.476
233.200,11.852
233.400,11.234
233.600,11.022
233.800,11.112
234.000,11.602
234.200,12.286
234.400,12.864
234.600,14.436
234.800,14.692
235.000,15.746
235.200,15.690
235.400,15.933
235.600,16.475
235.800,17.211
236.000,17.540
236.200,18.065
236.400,18.185
236.600,18.504
236.800,18.420
237.000,18.837
237.200,18.550
237.400,19.365
237.600,18.772
237.800,18.986
238.000,19.197
238.200,20.006
238.200,10.000
238.400,10.000
238.600,10.000
238.800,10.000
239.000,10.000
239.200,10.000
239.400,10.000
239.600,10.000
239.800,10.000
240.000,10.000
240.200,10.000
240.400,11.100
240.600,11.790
240.800,11.573
241.000,11.758
241.200,12.241
241.400,13.019
241.600,13.289
241.800,13.457
242.000,14.023
242.200,14.484
242.400,14.739
242.600,15.193
242.800,15.142
243.000,16.191
243.200,16.530
243.400,16.865
243.600,17.998
243.800,17.819
244.000,18.041
244.200,17.762
244.400,18.585
244.600,18.800
244.800,19.213
245.000,19.522
245.200,19.728
245.400,19.631
245.600,19.736
245.800,20.640
245.800,10.000
246.000,10.000
246.200,10.000
246.400,10.000
246.600,10.000
246.800,10.000
247.000,10.000
247.200,10.000
247.400,10.000
247.600,10.000
247.800,10.000
248.000,10.400
248.200,10.997
248.400,10.488
248.600,10.783
248.800,10.876
249.000,12.268
249.200,12.746
249.400,12.919
249.600,12.990
249.800,14.161
250.000,14.620
250.200,14.575
250.400,14.930
250.600,15.381
250.800,14.328
251.000,14.685
251.200,15.339
251.400,16.187
251.600,16.126
251.800,16.765
252.000,17.298
252.200,17.226
252.400,17.955
252.600,17.076
252.800,17.706
253.000,16.930
253.200,17.462
253.400,17.488
253.600,17.314
253.800,17.442
254.000,17.968
254.200,18.489
254.400,19.205
254.600,19.314
254.800,19.422
255.000,19.329
255.200,19.836
255.400,20.139
255.400,10.000
255.600,10.000
255.800,10.000
256.000,10.000
256.200,10.000
256.400,10.000
256.600,10.000
256.800,10.000
257.000,10.000
257.200,10.000
257.400,10.000
257.600,9.400
257.800,10.307
258.000,10.204
258.200,10.003
258.400,10.703
258.600,10.597
258.800,10.991
259.000,11.082
259.200,11.072
259.400,11.762
259.600,12.245
259.800,12.523
260.000,12.998
260.200,12.469
260.400,12.945
260.600,13.616
260.800,13.580
261.000,14.245
261.200,14.804
261.400,14.456
261.600,14.312
261.800,14.670
262.000,15.224
262.200,15.973
262.400,15.314
262.600,16.561
262.800,15.596
263.000,16.141
263.200,15.481
263.400,16.127
263.600,15.966
263.800,16.207
264.000,16.346
264.200,16.183
264.400,15.822
264.600,16.265
264.800,16.803
265.000,17.036
265.200,17.466
265.400,17.893
265.600,18.415
265.800,19.431
266.000,19.438
266.200,19.045
266.400,19.755
266.600,19.759
266.800,19.462
267.000,19.868
267.200,20.271
267.200,10.000
267.400,10.000
